"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
213,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",213,"Trapeang Pring",NA,"","Khum","Commune","",""
214,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",214,"Trapeang sangkae",NA,"","Khum","Commune","",""
215,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",215,"Trapeang Thum",NA,"","Khum","Commune","",""
216,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",216,"Batheay",NA,"","Khum","Commune","",""
217,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",217,"Chbar Ampov",NA,"","Khum","Commune","",""
218,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",218,"Chealea",NA,"","Khum","Commune","",""
219,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",219,"Cheung Prey",NA,"","Khum","Commune","",""
220,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",220,"Me Pring",NA,"","Khum","Commune","",""
221,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",221,"Ph'av",NA,"","Khum","Commune","",""
222,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",222,"Sambour",NA,"","Khum","Commune","",""
223,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",223,"Sandaek",NA,"","Khum","Commune","",""
224,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",224,"Tang Krang",NA,"","Khum","Commune","",""
225,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",225,"Tang Krasang",NA,"","Khum","Commune","",""
226,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",226,"Trab",NA,"","Khum","Commune","",""
227,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",227,"Tumnob",NA,"","Khum","Commune","",""
228,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",228,"Bos Khnaor",NA,"","Khum","Commune","",""
229,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",229,"Chamkar Andoung",NA,"","Khum","Commune","",""
230,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",230,"Cheyyou",NA,"","Khum","Commune","",""
231,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",231,"Lvea Leu",NA,"","Khum","Commune","",""
232,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",232,"Spueu",NA,"","Khum","Commune","",""
233,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",233,"Svay Teab",NA,"","Khum","Commune","",""
234,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",234,"Ta Ong",NA,"","Khum","Commune","",""
235,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",235,"Ta Prok",NA,"","Khum","Commune","",""
236,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",236,"Khnaor Dambang",NA,"","Khum","Commune","",""
237,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",237,"Kouk Rovieng",NA,"","Khum","Commune","",""
238,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",238,"Phdau Chum",NA,"","Khum","Commune","",""
239,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",239,"Prey Char",NA,"","Khum","Commune","",""
240,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",240,"Pring Chrum",NA,"","Khum","Commune","",""
241,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",241,"Sampong Chey",NA,"","Khum","Commune","",""
242,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",242,"Sdaeung Chey",NA,"","Khum","Commune","",""
243,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",243,"Soutip",NA,"","Khum","Commune","",""
244,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",244,"Srama",NA,"","Khum","Commune","",""
245,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",245,"Trapeang Kor",NA,"","Khum","Commune","",""
246,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",246,"Boeng Kok",NA,"","Khum","Commune","",""
247,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",247,"Kampong Cham",NA,"","Khum","Commune","",""
248,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",248,"Sambuor Meas",NA,"","Khum","Commune","",""
249,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",249,"Veal Vong",NA,"","Khum","Commune","",""
250,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",250,"Ampil",NA,"","Khum","Commune","",""
251,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",251,"Han Chey",NA,"","Khum","Commune","",""
252,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",252,"Kaoh Mitt",NA,"","Khum","Commune","",""
253,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",253,"Kaoh Roka",NA,"","Khum","Commune","",""
254,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",254,"Kaoh Tontuem",NA,"","Khum","Commune","",""
255,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",255,"Kien Chrey",NA,"","Khum","Commune","",""
256,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",256,"Kokor",NA,"","Khum","Commune","",""
257,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",257,"Krala",NA,"","Khum","Commune","",""
258,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",258,"Ou Svay",NA,"","Khum","Commune","",""
259,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",259,"Ro'ang",NA,"","Khum","Commune","",""
260,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",260,"Rumchek",NA,"","Khum","Commune","",""
261,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",261,"Srak",NA,"","Khum","Commune","",""
262,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",262,"Trean",NA,"","Khum","Commune","",""
263,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",263,"Vihear Thum",NA,"","Khum","Commune","",""
264,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",264,"Angkor Ban",NA,"","Khum","Commune","",""
265,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",265,"Kang Ta Noeng",NA,"","Khum","Commune","",""
266,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",266,"Khchau",NA,"","Khum","Commune","",""
267,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",267,"Peam Chi Kang",NA,"","Khum","Commune","",""
268,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",268,"Preaek Koy",NA,"","Khum","Commune","",""
269,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",269,"Preaek Krabau",NA,"","Khum","Commune","",""
270,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",270,"Reay Pay",NA,"","Khum","Commune","",""
271,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",271,"Roka ar",NA,"","Khum","Commune","",""
272,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",272,"Roka Koy",NA,"","Khum","Commune","",""
273,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",273,"Sdau",NA,"","Khum","Commune","",""
274,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",274,"Sour Kong",NA,"","Khum","Commune","",""
275,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",275,"Kampong Reab",NA,"","Khum","Commune","",""
276,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",276,"Kaoh Soutin",NA,"","Khum","Commune","",""
277,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",277,"Lve",NA,"","Khum","Commune","",""
278,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",278,"Moha Khnhoung",NA,"","Khum","Commune","",""
279,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",279,"Moha Leaph",NA,"","Khum","Commune","",""
280,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",280,"Peam Prathnuoh",NA,"","Khum","Commune","",""
281,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",281,"Pongro",NA,"","Khum","Commune","",""
282,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",282,"Preaek Ta Nong",NA,"","Khum","Commune","",""
283,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",283,"Baray",NA,"","Khum","Commune","",""
284,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",284,"Boeng Nay",NA,"","Khum","Commune","",""
285,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",285,"Chrey Vien",NA,"","Khum","Commune","",""
286,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",286,"Khvet Thum",NA,"","Khum","Commune","",""
287,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",287,"Kor",NA,"","Khum","Commune","",""
288,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",288,"Krouch",NA,"","Khum","Commune","",""
289,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",289,"Lvea",NA,"","Khum","Commune","",""
290,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",290,"Mien",NA,"","Khum","Commune","",""
291,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",291,"Prey Chhor",NA,"","Khum","Commune","",""
292,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",292,"Samraong",NA,"","Khum","Commune","",""
293,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",293,"Sour Saen",NA,"","Khum","Commune","",""
294,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",294,"Srangae",NA,"","Khum","Commune","",""
295,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",295,"Thma Pun",NA,"","Khum","Commune","",""
296,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",296,"Tong Rong",NA,"","Khum","Commune","",""
297,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",297,"Trapeang Preah",NA,"","Khum","Commune","",""
298,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",298,"Baray",NA,"","Khum","Commune","",""
299,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",299,"Chi Bal",NA,"","Khum","Commune","",""
300,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",300,"Kaoh Andaet",NA,"","Khum","Commune","",""
301,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",301,"Khnar Sa",NA,"","Khum","Commune","",""
302,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",302,"Mean Chey",NA,"","Khum","Commune","",""
303,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",303,"Pram Yam",NA,"","Khum","Commune","",""
304,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",304,"Preaek Dambouk",NA,"","Khum","Commune","",""
305,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",305,"Preaek Pou",NA,"","Khum","Commune","",""
306,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",306,"Preaek Rumdeng",NA,"","Khum","Commune","",""
307,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",307,"Pteah Kandal",NA,"","Khum","Commune","",""
308,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",308,"Ruessei Srok",NA,"","Khum","Commune","",""
309,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",309,"Svay Pou",NA,"","Khum","Commune","",""
310,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",310,"Svay Sach Phnum",NA,"","Khum","Commune","",""
311,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",311,"Tong Tralach",NA,"","Khum","Commune","",""
312,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",312,"areaks Tnaot",NA,"","Khum","Commune","",""
313,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",313,"Dang Kdar",NA,"","Khum","Commune","",""
314,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",314,"Khpob Ta Nguon",NA,"","Khum","Commune","",""
315,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",315,"Me Sar Chrey",NA,"","Khum","Commune","",""
316,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",316,"Ou Mlu",NA,"","Khum","Commune","",""
317,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",317,"Peam Kaoh Sna",NA,"","Khum","Commune","",""
318,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",318,"Preaek Bak",NA,"","Khum","Commune","",""
319,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",319,"Preaek Kak",NA,"","Khum","Commune","",""
320,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",320,"Preah Andoung",NA,"","Khum","Commune","",""
321,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",321,"Soupheas",NA,"","Khum","Commune","",""
322,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",322,"Tuol Preah Khleang",NA,"","Khum","Commune","",""
323,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",323,"Tuol Sambuor",NA,"","Khum","Commune","",""
324,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",324,"Anhchanh Rung",NA,"","Khum","Commune","",""
325,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",325,"Chak",NA,"","Khum","Commune","",""
326,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",326,"Chhnok Tru",NA,"","Khum","Commune","",""
327,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",327,"Kampong Preah Kokir",NA,"","Khum","Commune","",""
328,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",328,"Khon Rang",NA,"","Khum","Commune","",""
329,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",329,"Melum",NA,"","Khum","Commune","",""
330,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",330,"n.a. ( 493)",NA,"","Khum","Commune","",""
331,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",331,"Pech Changvar",NA,"","Khum","Commune","",""
332,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",332,"Phsar",NA,"","Khum","Commune","",""
333,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",333,"Ponley",NA,"","Khum","Commune","",""
334,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",334,"Popel",NA,"","Khum","Commune","",""
335,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",335,"Trapeang Chan",NA,"","Khum","Commune","",""
336,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",336,"Chol Sar",NA,"","Khum","Commune","",""
337,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",337,"Kampong Os",NA,"","Khum","Commune","",""
338,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",338,"Kaoh",NA,"","Khum","Commune","",""
339,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",339,"Peam Chhkaok",NA,"","Khum","Commune","",""
340,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",340,"Prey Kri",NA,"","Khum","Commune","",""
341,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",341,"Kampong Chhnang",NA,"","Khum","Commune","",""
342,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",342,"Khsam",NA,"","Khum","Commune","",""
343,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",343,"Ph'er",NA,"","Khum","Commune","",""
344,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",344,"Phsar Chhnang",NA,"","Khum","Commune","",""
345,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",345,"Chranouk",NA,"","Khum","Commune","",""
346,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",346,"Dar",NA,"","Khum","Commune","",""
347,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",347,"Kampong hau",NA,"","Khum","Commune","",""
348,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",348,"Phlov Tuk",NA,"","Khum","Commune","",""
349,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",349,"Pou",NA,"","Khum","Commune","",""
350,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",350,"Pralay Meas",NA,"","Khum","Commune","",""
351,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",351,"Samraong Saen",NA,"","Khum","Commune","",""
352,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",352,"Svay Rumpear",NA,"","Khum","Commune","",""
353,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",353,"Trangel",NA,"","Khum","Commune","",""
354,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",354,"Ampil Tuek",NA,"","Khum","Commune","",""
355,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",355,"Chhuk Sa",NA,"","Khum","Commune","",""
356,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",356,"Chres",NA,"","Khum","Commune","",""
357,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",357,"Kampong Tralach",NA,"","Khum","Commune","",""
358,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",358,"Longveaek",NA,"","Khum","Commune","",""
359,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",359,"Ou Ruessei",NA,"","Khum","Commune","",""
360,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",360,"Peani",NA,"","Khum","Commune","",""
361,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",361,"Saeb",NA,"","Khum","Commune","",""
362,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",362,"Ta Ches",NA,"","Khum","Commune","",""
363,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",363,"Thma Edth",NA,"","Khum","Commune","",""
364,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",364,"Andoung Snay",NA,"","Khum","Commune","",""
365,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",365,"Banteay Preal",NA,"","Khum","Commune","",""
366,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",366,"Cheung Kreav",NA,"","Khum","Commune","",""
367,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",367,"Chrey Bak",NA,"","Khum","Commune","",""
368,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",368,"Kouk Banteay",NA,"","Khum","Commune","",""
369,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",369,"Krang Leav",NA,"","Khum","Commune","",""
370,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",370,"Pongro",NA,"","Khum","Commune","",""
371,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",371,"Prasneb",NA,"","Khum","Commune","",""
372,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",372,"Prey Mul",NA,"","Khum","Commune","",""
373,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",373,"Rolea B'ier",NA,"","Khum","Commune","",""
374,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",374,"Srae Thmei",NA,"","Khum","Commune","",""
375,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",375,"Svay Chrum",NA,"","Khum","Commune","",""
376,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",376,"Tuek Hout",NA,"","Khum","Commune","",""
377,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",377,"Chhean Laeung",NA,"","Khum","Commune","",""
378,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",378,"Khnar Chhmar",NA,"","Khum","Commune","",""
379,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",379,"Krang Lvea",NA,"","Khum","Commune","",""
380,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",380,"Peam",NA,"","Khum","Commune","",""
381,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",381,"Sedthei",NA,"","Khum","Commune","",""
382,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",382,"Svay Chuk",NA,"","Khum","Commune","",""
383,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",383,"Svay",NA,"","Khum","Commune","",""
384,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",384,"Tbaeng Khpos",NA,"","Khum","Commune","",""
385,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",385,"Thlok Vien",NA,"","Khum","Commune","",""
386,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",386,"Akphivoadth",NA,"","Khum","Commune","",""
387,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",387,"Chaong Maong",NA,"","Khum","Commune","",""
388,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",388,"Chieb",NA,"","Khum","Commune","",""
389,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",389,"Kbal Tuek",NA,"","Khum","Commune","",""
390,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",390,"Khlong Popok",NA,"","Khum","Commune","",""
391,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",391,"Krang Skear",NA,"","Khum","Commune","",""
392,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",392,"Tang Krasang",NA,"","Khum","Commune","",""
393,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",393,"Tuol Khpos",NA,"","Khum","Commune","",""
394,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",394,"Aoral",NA,"","Khum","Commune","",""
395,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",395,"Chh'en",NA,"","Khum","Commune","",""
396,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",396,"Haong Samnam",NA,"","Khum","Commune","",""
397,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",397,"Reaksmei Sameakki",NA,"","Khum","Commune","",""
398,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",398,"Roleak Kang Cheung",NA,"","Khum","Commune","",""
399,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",399,"Sangkae Satob",NA,"","Khum","Commune","",""
400,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",400,"Ta Sal",NA,"","Khum","Commune","",""
401,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",401,"Trapeang Chour",NA,"","Khum","Commune","",""
402,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",402,"Basedth",NA,"","Khum","Commune","",""
403,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",403,"Kak",NA,"","Khum","Commune","",""
404,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",404,"Kat Phluk",NA,"","Khum","Commune","",""
405,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",405,"Nitean",NA,"","Khum","Commune","",""
406,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",406,"Pheakdei",NA,"","Khum","Commune","",""
407,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",407,"Pheari Mean Chey",NA,"","Khum","Commune","",""
408,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",408,"Phong",NA,"","Khum","Commune","",""
409,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",409,"Pou Angkrang",NA,"","Khum","Commune","",""
410,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",410,"Pou Chamraeun",NA,"","Khum","Commune","",""
411,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",411,"Pou Mreal",NA,"","Khum","Commune","",""
412,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",412,"Preah Khae",NA,"","Khum","Commune","",""
413,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",413,"Svay Chacheb",NA,"","Khum","Commune","",""
414,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",414,"Svay Rumpea",NA,"","Khum","Commune","",""
415,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",415,"Tuol Ampil",NA,"","Khum","Commune","",""
416,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",416,"Tuol Sala",NA,"","Khum","Commune","",""
417,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",417,"Chbar Mon",NA,"","Khum","Commune","",""
418,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",418,"Kandaol Dom",NA,"","Khum","Commune","",""
419,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",419,"Roka Thum",NA,"","Khum","Commune","",""
