"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
420,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",420,"Sopoar Tep",NA,"","Khum","Commune","",""
421,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",421,"Svay Kravan",NA,"","Khum","Commune","",""
422,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",422,"Angk Popel",NA,"","Khum","Commune","",""
423,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",423,"Chongruk",NA,"","Khum","Commune","",""
424,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",424,"Moha Ruessei",NA,"","Khum","Commune","",""
425,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",425,"Pechr Muni",NA,"","Khum","Commune","",""
426,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",426,"Preah Nipean",NA,"","Khum","Commune","",""
427,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",427,"Prey Nheat",NA,"","Khum","Commune","",""
428,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",428,"Prey Vihear",NA,"","Khum","Commune","",""
429,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",429,"Roka Kaoh",NA,"","Khum","Commune","",""
430,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",430,"Sdok",NA,"","Khum","Commune","",""
431,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",431,"Snam Krapeu",NA,"","Khum","Commune","",""
432,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",432,"Srang",NA,"","Khum","Commune","",""
433,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",433,"Tuek L'ak",NA,"","Khum","Commune","",""
434,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",434,"Veal",NA,"","Khum","Commune","",""
435,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",435,"Chant Saen",NA,"","Khum","Commune","",""
436,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",436,"Cheung Roas",NA,"","Khum","Commune","",""
437,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",437,"Chumpu Proeks",NA,"","Khum","Commune","",""
438,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",438,"Damnak Reang",NA,"","Khum","Commune","",""
439,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",439,"Khsem Khsan",NA,"","Khum","Commune","",""
440,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",440,"Krang Chek",NA,"","Khum","Commune","",""
441,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",441,"Mean Chey",NA,"","Khum","Commune","",""
442,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",442,"Peang Lvea",NA,"","Khum","Commune","",""
443,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",443,"Phnum Touch",NA,"","Khum","Commune","",""
444,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",444,"Preah Srae",NA,"","Khum","Commune","",""
445,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",445,"Prey Krasang",NA,"","Khum","Commune","",""
446,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",446,"Trach Tong",NA,"","Khum","Commune","",""
447,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",447,"Veal Pung",NA,"","Khum","Commune","",""
448,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",448,"Veang Chas",NA,"","Khum","Commune","",""
449,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",449,"Yutth Sameakki",NA,"","Khum","Commune","",""
450,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",450,"Chambak",NA,"","Khum","Commune","",""
451,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",451,"Choam Sangkae",NA,"","Khum","Commune","",""
452,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",452,"Dambouk Rung",NA,"","Khum","Commune","",""
453,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",453,"Kiri Voan",NA,"","Khum","Commune","",""
454,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",454,"Krang Dei Vay",NA,"","Khum","Commune","",""
455,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",455,"Moha Sang",NA,"","Khum","Commune","",""
456,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",456,"Ou",NA,"","Khum","Commune","",""
457,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",457,"Prey Kmeng",NA,"","Khum","Commune","",""
458,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",458,"Prey Rumduol",NA,"","Khum","Commune","",""
459,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",459,"Tang Samraong",NA,"","Khum","Commune","",""
460,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",460,"Tang Sya",NA,"","Khum","Commune","",""
461,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",461,"Traeng Trayueng",NA,"","Khum","Commune","",""
462,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",462,"Kahaeng",NA,"","Khum","Commune","",""
463,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",463,"Khtum Krang",NA,"","Khum","Commune","",""
464,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",464,"Krang Ampil",NA,"","Khum","Commune","",""
465,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",465,"Pneay",NA,"","Khum","Commune","",""
466,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",466,"Roleang Chak",NA,"","Khum","Commune","",""
467,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",467,"Roleang Kreul",NA,"","Khum","Commune","",""
468,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",468,"Saen Dei",NA,"","Khum","Commune","",""
469,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",469,"Sambour",NA,"","Khum","Commune","",""
470,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",470,"Samraong Tong",NA,"","Khum","Commune","",""
471,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",471,"Skuh",NA,"","Khum","Commune","",""
472,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",472,"Tang Krouch",NA,"","Khum","Commune","",""
473,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",473,"Thommoda Ar",NA,"","Khum","Commune","",""
474,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",474,"Trapeang Kong",NA,"","Khum","Commune","",""
475,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",475,"Tumpoar Meas",NA,"","Khum","Commune","",""
476,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",476,"Voa Sa",NA,"","Khum","Commune","",""
477,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",477,"Amleang",NA,"","Khum","Commune","",""
478,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",478,"Monourom",NA,"","Khum","Commune","",""
479,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",479,"Prambei Mom",NA,"","Khum","Commune","",""
480,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",480,"Rung Roeang",NA,"","Khum","Commune","",""
481,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",481,"Toap Mean",NA,"","Khum","Commune","",""
482,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",482,"Veal Pon",NA,"","Khum","Commune","",""
483,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",483,"Yea Angk",NA,"","Khum","Commune","",""
484,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",484,"Andoung Pou",NA,"","Khum","Commune","",""
485,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",485,"Bak Sna",NA,"","Khum","Commune","",""
486,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",486,"Ballangk",NA,"","Khum","Commune","",""
487,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",487,"Baray",NA,"","Khum","Commune","",""
488,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",488,"Boeng",NA,"","Khum","Commune","",""
489,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",489,"Chaeung Daeung",NA,"","Khum","Commune","",""
490,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",490,"Chhuk Khsach",NA,"","Khum","Commune","",""
491,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",491,"Chong Doung",NA,"","Khum","Commune","",""
492,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",492,"Chranieng",NA,"","Khum","Commune","",""
493,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",493,"Chrolong",NA,"","Khum","Commune","",""
494,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",494,"Kokir Thum",NA,"","Khum","Commune","",""
495,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",495,"Krava",NA,"","Khum","Commune","",""
496,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",496,"Pongro",NA,"","Khum","Commune","",""
497,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",497,"Sou Young",NA,"","Khum","Commune","",""
498,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",498,"Sralau",NA,"","Khum","Commune","",""
499,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",499,"Svay Phleung",NA,"","Khum","Commune","",""
500,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",500,"Tnaot Chum",NA,"","Khum","Commune","",""
501,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",501,"Treal",NA,"","Khum","Commune","",""
502,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",502,"Chey",NA,"","Khum","Commune","",""
503,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",503,"Damrei Slab",NA,"","Khum","Commune","",""
504,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",504,"Kampong Kou",NA,"","Khum","Commune","",""
505,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",505,"Kampong Svay",NA,"","Khum","Commune","",""
506,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",506,"n.a. ( 467)",NA,"","Khum","Commune","",""
507,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",507,"Ni Pechr",NA,"","Khum","Commune","",""
508,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",508,"Phat Sanday",NA,"","Khum","Commune","",""
509,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",509,"San Kor",NA,"","Khum","Commune","",""
510,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",510,"Tbaeng",NA,"","Khum","Commune","",""
511,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",511,"Trapeang Ruessei",NA,"","Khum","Commune","",""
512,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",512,"Doung",NA,"","Khum","Commune","",""
513,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",513,"Kraya",NA,"","Khum","Commune","",""
514,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",514,"Phan Nheum",NA,"","Khum","Commune","",""
515,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",515,"Sa Kream",NA,"","Khum","Commune","",""
516,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",516,"Sala Visai",NA,"","Khum","Commune","",""
517,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",517,"Sameakki",NA,"","Khum","Commune","",""
518,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",518,"Tuol Kreul",NA,"","Khum","Commune","",""
519,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",519,"Chhuk",NA,"","Khum","Commune","",""
520,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",520,"Koul",NA,"","Khum","Commune","",""
521,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",521,"Sambour",NA,"","Khum","Commune","",""
522,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",522,"Sraeung",NA,"","Khum","Commune","",""
523,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",523,"Tang Krasau",NA,"","Khum","Commune","",""
524,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",524,"Chheu Teal",NA,"","Khum","Commune","",""
525,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",525,"Dang Kambet",NA,"","Khum","Commune","",""
526,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",526,"Klaeng",NA,"","Khum","Commune","",""
527,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",527,"Mean Chey",NA,"","Khum","Commune","",""
528,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",528,"Mean Ritth",NA,"","Khum","Commune","",""
529,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",529,"Ngan",NA,"","Khum","Commune","",""
530,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",530,"Sandan",NA,"","Khum","Commune","",""
531,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",531,"Sochet",NA,"","Khum","Commune","",""
532,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",532,"Tum Ring",NA,"","Khum","Commune","",""
533,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",533,"Boeng Lvea",NA,"","Khum","Commune","",""
534,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",534,"Chroab",NA,"","Khum","Commune","",""
535,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",535,"Kakaoh",NA,"","Khum","Commune","",""
536,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",536,"Kampong Thma",NA,"","Khum","Commune","",""
537,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",537,"Kraya",NA,"","Khum","Commune","",""
538,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",538,"Pnov",NA,"","Khum","Commune","",""
539,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",539,"Prasat",NA,"","Khum","Commune","",""
540,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",540,"Tang Krasang",NA,"","Khum","Commune","",""
541,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",541,"Ti Pou",NA,"","Khum","Commune","",""
542,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",542,"Banteay Stoung",NA,"","Khum","Commune","",""
543,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",543,"Chamnar Kraom",NA,"","Khum","Commune","",""
544,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",544,"Chamnar Leu",NA,"","Khum","Commune","",""
545,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",545,"Kampong Chen Cheung",NA,"","Khum","Commune","",""
546,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",546,"Kampong Chen Tboung",NA,"","Khum","Commune","",""
547,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",547,"Msar Krang",NA,"","Khum","Commune","",""
548,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",548,"n.a. ( 450)",NA,"","Khum","Commune","",""
549,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",549,"Peam Bang",NA,"","Khum","Commune","",""
550,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",550,"Popok",NA,"","Khum","Commune","",""
551,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",551,"Pralay",NA,"","Khum","Commune","",""
552,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",552,"Preah Damrei",NA,"","Khum","Commune","",""
553,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",553,"Rung Roeang",NA,"","Khum","Commune","",""
554,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",554,"Samprouch",NA,"","Khum","Commune","",""
555,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",555,"Trea",NA,"","Khum","Commune","",""
556,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",556,"Achar Leak",NA,"","Khum","Commune","",""
557,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",557,"Damrei Choan Khla",NA,"","Khum","Commune","",""
558,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",558,"Kampong Krabau",NA,"","Khum","Commune","",""
559,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",559,"Kampong Roteh",NA,"","Khum","Commune","",""
560,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",560,"Kampong Thum",NA,"","Khum","Commune","",""
561,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",561,"Kdei Doung",NA,"","Khum","Commune","",""
562,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",562,"Ou Kanthor",NA,"","Khum","Commune","",""
563,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",563,"Prey Kuy",NA,"","Khum","Commune","",""
564,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",564,"Prey Ta Hu",NA,"","Khum","Commune","",""
565,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",565,"Srayov",NA,"","Khum","Commune","",""
566,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",566,"Tboung Krapeu",NA,"","Khum","Commune","",""
567,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",567,"Baek Chan",NA,"","Khum","Commune","",""
568,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",568,"Boeng Thum",NA,"","Khum","Commune","",""
569,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",569,"Chhak Chheu Neang",NA,"","Khum","Commune","",""
570,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",570,"Damnak Ampil",NA,"","Khum","Commune","",""
571,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",571,"Kamboul",NA,"","Khum","Commune","",""
572,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",572,"Kantaok",NA,"","Khum","Commune","",""
573,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",573,"Krang Mkak",NA,"","Khum","Commune","",""
574,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",574,"Lumhach",NA,"","Khum","Commune","",""
575,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",575,"Mkak",NA,"","Khum","Commune","",""
576,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",576,"Ovlaok",NA,"","Khum","Commune","",""
577,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",577,"Peuk",NA,"","Khum","Commune","",""
578,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",578,"Ponsang",NA,"","Khum","Commune","",""
579,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",579,"Prey Puok",NA,"","Khum","Commune","",""
580,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",580,"Samraong Leu",NA,"","Khum","Commune","",""
581,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",581,"Snao",NA,"","Khum","Commune","",""
582,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",582,"Tuol Prech",NA,"","Khum","Commune","",""
583,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",583,"Ampov Prey",NA,"","Khum","Commune","",""
584,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",584,"Anlong Romiet",NA,"","Khum","Commune","",""
585,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",585,"Barku",NA,"","Khum","Commune","",""
586,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",586,"Boeng Khyang",NA,"","Khum","Commune","",""
587,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",587,"Cheung Kaeub",NA,"","Khum","Commune","",""
588,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",588,"Daeum Rues",NA,"","Khum","Commune","",""
589,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",589,"Kandaok",NA,"","Khum","Commune","",""
590,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",590,"Kong Noy",NA,"","Khum","Commune","",""
591,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",591,"Kouk Trab",NA,"","Khum","Commune","",""
592,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",592,"Preaek Kampis",NA,"","Khum","Commune","",""
593,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",593,"Preaek Roka",NA,"","Khum","Commune","",""
594,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",594,"Preaek Slaeng",NA,"","Khum","Commune","",""
595,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",595,"Preah Putth",NA,"","Khum","Commune","",""
596,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",596,"Roka",NA,"","Khum","Commune","",""
597,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",597,"Roleang Kaen",NA,"","Khum","Commune","",""
598,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",598,"Roluos",NA,"","Khum","Commune","",""
599,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",599,"Siem Reab",NA,"","Khum","Commune","",""
600,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",600,"Spean Thma",NA,"","Khum","Commune","",""
601,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",601,"Tbaeng",NA,"","Khum","Commune","",""
602,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",602,"Thmei",NA,"","Khum","Commune","",""
603,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",603,"Tien",NA,"","Khum","Commune","",""
604,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",604,"Trapeang Veaeng",NA,"","Khum","Commune","",""
605,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",605,"Trea",NA,"","Khum","Commune","",""
606,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",606,"Chheu Khmau",NA,"","Khum","Commune","",""
607,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",607,"Chrouy Ta Kaev",NA,"","Khum","Commune","",""
608,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",608,"Kampong Kong",NA,"","Khum","Commune","",""
609,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",609,"Kaoh Thum Ka",NA,"","Khum","Commune","",""
610,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",610,"Kaoh Thum Kha",NA,"","Khum","Commune","",""
611,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",611,"Leuk Daek",NA,"","Khum","Commune","",""
612,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",612,"Pouthi Ban",NA,"","Khum","Commune","",""
613,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",613,"Preaek Chrey",NA,"","Khum","Commune","",""
614,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",614,"Preaek Sdei",NA,"","Khum","Commune","",""
615,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",615,"Preaek Thmei",NA,"","Khum","Commune","",""
616,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",616,"Sampov Lun",NA,"","Khum","Commune","",""
617,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",617,"Bak Dav",NA,"","Khum","Commune","",""
618,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",618,"Chey Thum",NA,"","Khum","Commune","",""
619,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",619,"Kampong Chamlang",NA,"","Khum","Commune","",""
620,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",620,"Kaoh Chouram",NA,"","Khum","Commune","",""
621,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",621,"Kaoh Oknha Tei",NA,"","Khum","Commune","",""
622,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",622,"Preaek Ampil",NA,"","Khum","Commune","",""
623,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",623,"Preaek Luong",NA,"","Khum","Commune","",""
624,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",624,"Preaek Ta Kov",NA,"","Khum","Commune","",""
625,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",625,"Preaek Ta Meak",NA,"","Khum","Commune","",""
626,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",626,"Preah Prasab",NA,"","Khum","Commune","",""
627,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",627,"Puk Ruessei",NA,"","Khum","Commune","",""
628,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",628,"Roka Chonlueng",NA,"","Khum","Commune","",""
629,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",629,"Sanlung",NA,"","Khum","Commune","",""
630,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",630,"Sithor",NA,"","Khum","Commune","",""
631,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",631,"Svay Chrum",NA,"","Khum","Commune","",""
632,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",632,"Svay Romiet",NA,"","Khum","Commune","",""
633,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",633,"Ta Aek",NA,"","Khum","Commune","",""
634,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",634,"Vihear Suork",NA,"","Khum","Commune","",""
635,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",635,"Banteay Daek",NA,"","Khum","Commune","",""
